"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1933","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","382000","","","","0"
"1934","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","183000","","","","0"
"1935","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","343000","","","","0"
"1936","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","340000","","","","0"
"1937","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","509000","","","","0"
"1938","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","539000","","","","0"
"1939","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","606000","","","","0"
"1940","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","601000","","","","0"
"1941","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","413000","","","","0"
"1942","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","629000","","","","0"
"1943","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","345000","","","","0"
"1944","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","530000","","","","0"
"1945","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","496000","","","","0"
"1946","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","393000","","","","0"
"1947","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","418000","","","","0"
"1948","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","598000","","","","0"
"1949","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","558000","","","","0"
"1950","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","660000","","","","0"
"1951","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","536000","","","","0"
"1952","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","566000","","","","0"
"1953","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","713000","","","","0"
"1954","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","657000","","","","0"
"1955","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","543000","","","","0"
"1956","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","544000","","","","0"
"1957","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","533000","","","","0"
"1958","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","650000","","","","0"
"1959","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","339000","","","","0"
"1960","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","478000","","","","0"
"1961","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","544000","","","","0"
"1962","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","429000","","","","0"
"1963","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","480000","","","","0"
"1964","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","494000","","","","0"
"1965","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","358000","","","","0"
"1966","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","414000","","","","0"
"1967","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","421000","","","","0"
"1968","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","406000","","","","0"
"1969","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","390000","","","","0"
"1970","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","424000","","","","0"
"1971","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","383000","","","","0"
"1972","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","432000","","","","0"
"1973","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","403000","","","","0"
"1974","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","519000","","","","0"
"1975","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","610000","","","","0"
"1976","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","967000","","","","0"
"1977","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1088000","","","","0"
"1978","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","809000","","","","0"
"1979","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","865000","","","","0"
"1980","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","888000","","","","0"
"1981","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1075000","","","","0"
"1982","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","654000","","","","0"
"1983","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1213100","","","","0"
"1984","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1291300","","","","0"
"1985","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1772900","","","","0"
"1986","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1987000","","","","0"
"1987","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1243800","","","","0"
"1988","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1382400","","","","0"
"1989","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1275100","","","","0"
"1990","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1656300","","","","0"
"1991","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","756400","","","","0"
"1992","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1378900","","","","0"
"1993","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","767500","","","","0"
"1994","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1340300","","","","0"
"1995","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1493900","","","","0"
"1996","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1027900","","","","0"
"1997","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","915300","","","","0"
"1998","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1475800","","","","0"
"1999","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1718200","","","","0"
"2000","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1800000","","","","0"
"2001","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1570500","","","","0"
"2002","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1553200","","","","0"
"2003","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2712300","","","","0"
"2004","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2463800","","","","0"
"2005","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2030200","","","","0"
"2006","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3301900","","","","0"
"2007","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2603700","","","","0"
"2008","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","4752200","","","","0"
"2009","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3077500","","","","0"
"2010","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2745600","","","","0"
"2011","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3097300","","","","0"
"2012","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3774000","","","","0"
"2013","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3845900","","","","0"
"2014","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2953100","","","","0"
"2015","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2296400","","","","0"
"2016","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3672900","","","","0"
"2017","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2855300","","","","0"
"2018","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2513900","","","","0"
"2019","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","1700500","","","","0"
"2020","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2773900","","","","0"
"2021","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3227759","","","","0"
"2022","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","2852803","","r","","0"
"2023","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3341757","","r","","0"
"2024","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3043363","","r","","0"
"2025","Canada","2021A000011124","Production (metric tonnes)","Wheat, winter remaining","Metric tonnes","214","units","0","v114995756","1.19.3","3477773","","","","0"


